paper_id,journal,journal_family,figure_number,panel,plot_family,spines,tick_direction,grid,background,error_bar_style,points_overlaid,marker_fill,marker_size_class,line_weight_class,axis_line_weight_class,legend_position,legend_frame,legend_entries,n_categorical_colours,palette_class,sequential_cmap_class,colourbar_position,panel_label_case,panel_label_weight,panel_label_size_class,font_class,axis_label_weight,title_present,significance_style,brackets,n_stated_in_panel,tick_label_density,x_tick_rotation,panel_aspect_class,confidence,notes,image_path,reviewer
PMC12775072,Nature communications,Nature-family,2,p2,pca_umap,box,out,none,white,none,na,mixed,small,na,UNKNOWN,outside_right,no,19,19,mixed,na,na,none,UNKNOWN,UNKNOWN,sans,regular,no,na,na,no,normal,0,tall,medium,Panels not lettered; p2 = right overview panel with light-grey shaded rectangles marking the zoom region (plotting-area fill otherwise white); shared outside-right legend; no y-axis label on this panel,../make_my_plot/figure_library/nature/2025_Furtwngler_tracing_social_mechanisms_and_interregio/figures/fig02_Fig2.jpg,nature_1
PMC12775072,Nature communications,Nature-family,3,a,box,box,out,none,white,box_whisker,no,filled,small,UNKNOWN,UNKNOWN,outside_right,no,13,13,saturated,na,na,lower,regular,larger,sans,regular,no,none,no,no,dense,0,wide,medium,"Boxes with median line, whiskers and filled outlier dots only (no jittered points); light-green shaded background rectangle highlights three groups; two-line x tick labels nearly touching",../make_my_plot/figure_library/nature/2025_Furtwngler_tracing_social_mechanisms_and_interregio/figures/fig03_Fig3.jpg,nature_1
PMC12775072,Nature communications,Nature-family,3,b,box,box,out,none,white,box_whisker,no,filled,small,UNKNOWN,UNKNOWN,outside_right,no,3,3,saturated,na,na,lower,regular,larger,sans,regular,no,none,no,no,normal,0,wide,medium,Grouped boxes with titled legend 'Group2'; light-green shaded background rectangle highlights two site groups; outlier dots filled black,../make_my_plot/figure_library/nature/2025_Furtwngler_tracing_social_mechanisms_and_interregio/figures/fig03_Fig3.jpg,nature_1
PMC12775072,Nature communications,Nature-family,4,a,heatmap,none,out,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,na,0,sequential,viridis_like,right,lower,regular,larger,sans,regular,yes,na,na,yes,normal,45,wide,medium,Unclustered heatmap with numeric value printed in every cell; continuous colourbar titled 'Fraction'; n per row printed in brackets in the row labels,../make_my_plot/figure_library/nature/2025_Furtwngler_tracing_social_mechanisms_and_interregio/figures/fig04_Fig4.jpg,nature_1
PMC12775072,Nature communications,Nature-family,4,b,bar,none,out,major,white,none,no,na,na,na,UNKNOWN,outside_right,no,2,2,saturated,na,na,lower,regular,larger,sans,regular,yes,none,no,no,normal,45,wide,medium,"Faceted bar panel (three facet strips Lech_BBC/Lech_EBA/Lech_MBA) treated as one panel b; no axis spines drawn, only light horizontal major gridlines",../make_my_plot/figure_library/nature/2025_Furtwngler_tracing_social_mechanisms_and_interregio/figures/fig04_Fig4.jpg,nature_1
PMC12835169,Scientific reports,Nature-family,1,p1,scatter_regression,LB,out,none,white,none,na,filled,medium,regular,heavy,none,na,na,0,monochrome_black,na,na,none,UNKNOWN,UNKNOWN,sans,bold,no,none,no,no,normal,0,wide,medium,"Single unlettered panel, GraphPad-Prism-like; black filled circles with black fitted line, R2 and equation text inside the plot; axis lines clearly thicker than glyph strokes",../make_my_plot/figure_library/nature/2025_Nguyen_unexpectedly_low_prevalence_of_hepatitis/figures/fig01_Fig1.jpg,nature_1
PMC12835169,Scientific reports,Nature-family,2,p1,non-quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,"Phylogenetic tree (cladogram with bootstrap labels, scale bar and a boxed text annotation); no quantitative axes, recorded as a single non-quantitative row",../make_my_plot/figure_library/nature/2025_Nguyen_unexpectedly_low_prevalence_of_hepatitis/figures/fig02_Fig2.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,2,p1,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,inside,no,3,3,saturated,na,na,none,UNKNOWN,UNKNOWN,serif,regular,no,na,na,no,normal,0,square,medium,Single unlettered panel; MATLAB/LaTeX-style serif labels; boxed axes with light-grey major grid; unframed legend inside top of plot; ticks read as inward but small at web resolution,../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig02_Fig2.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,3,a,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,none,na,na,1,saturated,na,na,lower,bold,same_as_axis_label,serif,regular,no,na,na,no,normal,0,square,medium,Panel letter printed in parentheses '(a)' inside the top-right corner of the plot box; single blue curve,../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig03_Fig3.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,3,b,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,none,na,na,1,saturated,na,na,lower,bold,same_as_axis_label,serif,regular,no,na,na,no,normal,0,square,medium,Panel letter '(b)' top-right inside plot; contains a boxed inset with log y-axis and major+minor grid; x10^12 exponent label above y axis,../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig03_Fig3.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,3,c,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,none,na,na,1,saturated,na,na,lower,bold,same_as_axis_label,serif,regular,no,na,na,no,normal,0,square,medium,Panel letter '(c)' top-right inside plot; single blue step-like curve,../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig03_Fig3.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,3,d,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,none,na,na,1,saturated,na,na,lower,bold,same_as_axis_label,serif,regular,no,na,na,no,normal,0,square,medium,Panel letter '(d)' top-right inside plot; single blue curve,../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig03_Fig3.jpg,nature_1
PMC12835182,Scientific reports,Nature-family,4,p1,line,box,in,major,white,none,na,na,na,regular,UNKNOWN,none,na,na,1,saturated,na,na,none,UNKNOWN,UNKNOWN,serif,regular,no,na,na,no,normal,0,square,medium,"Single unlettered panel; same MATLAB serif house style as Figs 2-3: boxed spines, grey major grid, one blue trace, two-line y-axis label",../make_my_plot/figure_library/nature/2025_Baghapour_a_rigorous_theoretical_model_of_fluoresc/figures/fig04_Fig4.jpg,nature_1
PMC12848012,Communications biology,Nature-family,1,a,non-quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,"Structure/EM figure: ribbon models, domain schematic, sequence alignments, negative-stain and cryo-EM micrographs, 2D class averages, surface models; no quantitative panel",../make_my_plot/figure_library/nature/2025_Rasmussen_the_gene_regulating_proteins_nono_and_sf/figures/fig01_Fig1.jpg,nature_1
PMC12848012,Communications biology,Nature-family,2,p1,non-quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,Molecular structure figure with boxed zoom insets of interface residues; no quantitative panel,../make_my_plot/figure_library/nature/2025_Rasmussen_the_gene_regulating_proteins_nono_and_sf/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,a,scatter_regression,LB,out,none,white,band,na,filled,small,regular,UNKNOWN,inside,no,2,2,mixed,na,na,lower,bold,larger,sans,regular,no,p_values,no,no,normal,0,wide,medium,"Broken y axis (axis break marks); grey inliers vs orange outliers; solid fit line with dashed confidence curves (recorded as band); fit equation, p and R2 printed inside the panel",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,b,scatter_regression,LB,out,none,white,band,na,filled,small,regular,UNKNOWN,none,na,na,1,greys,na,na,lower,bold,larger,sans,regular,no,p_values,no,no,normal,0,wide,medium,"Grey filled circles, solid fit line with dashed confidence curves; equation, p and R2 printed inside the panel",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,c,scatter_regression,LB,out,none,white,band,na,filled,small,regular,UNKNOWN,none,na,na,1,greys,na,na,lower,bold,larger,sans,regular,no,p_values,no,no,normal,0,wide,medium,"Same style as panel b: grey points, solid fit with dashed confidence curves and inline statistics text",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,d,bar,LB,out,none,white,bars_caps,no,na,na,na,UNKNOWN,inside,yes,1,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,"Bars on a continuous x axis (teal/green fill, thin outline) with vertical error bars; small framed one-entry legend inside top-left; scientific-notation exponent label on y axis; caps on error bars faint at web resolution",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,e,bar,LB,out,none,white,bars_caps,no,na,na,na,UNKNOWN,inside,yes,1,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,"Bars on a continuous x axis (blue fill, thin outline) with vertical error bars; small framed one-entry legend inside top-left; scientific-notation exponent label on y axis; caps on error bars faint at web resolution",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,f,bar,LB,out,none,white,bars_caps,no,na,na,na,UNKNOWN,inside,yes,1,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,"Bars on a continuous x axis (salmon fill, thin outline) with vertical error bars; small framed one-entry legend inside top-left; scientific-notation exponent label on y axis; caps on error bars faint at web resolution",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,g,grouped_bar,LB,out,none,white,bars_caps,yes,filled,small,na,UNKNOWN,below,no,3,3,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,Grouped bars with jittered individual points overlaid and error bars; shared legend below panels g-h; muted teal/blue/salmon palette; any significance marks unreadable at web resolution so recorded as none,../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,2,h,grouped_bar,LB,out,none,white,bars_caps,yes,filled,small,na,UNKNOWN,below,no,3,3,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,Same style as g. Figure has nine panels (a-i); only the first eight were reviewed - more panels not reviewed (panel i is a network diagram plus a table),../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig02_Fig2.jpg,nature_1
PMC12858907,Nature communications,Nature-family,3,b,dot_strip,LB,out,none,white,bars,na,filled,small,na,UNKNOWN,outside_right,no,4,4,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,dense,0,wide,medium,Coloured points with vertical error bars (no visible caps) at each of ~30 stacked two-line category labels; dashed horizontal reference line at zero; some x labels sit on light-grey highlight blocks; small cartoon icons inside plot area,../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig03_Fig3.jpg,nature_1
PMC12858907,Nature communications,Nature-family,3,d,heatmap,UNKNOWN,none,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,na,0,diverging,other,right,lower,bold,larger,sans,regular,no,na,no,no,dense,0,wide,medium,"Unclustered 4-row heatmap, muted blue-purple-orange diverging map with vertical colourbar at right labelled 'Antibiotic residues'; spines UNKNOWN because any frame is indistinguishable from the cell block edge at web resolution",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig03_Fig3.jpg,nature_1
PMC12858907,Nature communications,Nature-family,3,e,bar,LB,out,none,white,bars_caps,no,na,na,na,UNKNOWN,none,na,na,3,muted,na,na,lower,bold,larger,sans,regular,yes,none,no,no,normal,0,wide,low,"One lettered panel containing six small bar sub-plots each titled with a strain name (A1, P1, C2, L3, B4, S4); three group colours reused per sub-plot; faint marks inside the bars may be individual points but are unreadable at web resolution, recorded as no",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig03_Fig3.jpg,nature_1
PMC12858907,Nature communications,Nature-family,3,f,dot_strip,LB,out,none,white,none,na,filled,small,na,UNKNOWN,below,no,6,6,muted,na,na,lower,bold,larger,sans,regular,no,na,na,no,normal,45,tall,medium,"One lettered panel with two stacked sub-plots (Parameters, Biomass) sharing a shape+colour legend placed between them; markers differ in both shape and colour; both sub-plots have broken y axes; rotated x labels in the upper sub-plot only",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig03_Fig3.jpg,nature_1
PMC12858907,Nature communications,Nature-family,4,a,pca_umap,box,out,none,white,na,na,filled,small,na,UNKNOWN,below,no,6,4,pastel,na,na,lower,bold,larger,sans,regular,no,na,na,no,normal,0,wide,medium,"PCA with percent variance in the axis labels; three dashed grey sub-regions labelled CK / OTC / TC,TCs inside one boxed panel; legend combines three marker shapes and four fill colours",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig04_Fig4.jpg,nature_1
PMC12858907,Nature communications,Nature-family,4,b,dot_bubble,LB,out,none,white,bars_caps,na,filled,large,na,UNKNOWN,below,no,na,3,muted,na,na,lower,bold,larger,sans,regular,yes,none,no,no,normal,0,tall,medium,"Horizontal bubble/dot plot with black error bars, three side-by-side facets titled TC / OTC / TC&OTC each with its own x axis; bubble area encodes a second variable and is keyed by a continuous size scale below the panel (no discrete legend entries)",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig04_Fig4.jpg,nature_1
PMC12858907,Nature communications,Nature-family,4,c,other_quant,UNKNOWN,UNKNOWN,none,white,none,na,filled,small,UNKNOWN,UNKNOWN,below,no,8,8,pastel,na,na,lower,bold,larger,sans,regular,no,na,na,yes,normal,0,tall,low,"Composite panel: chord/network diagram with numbered nodes, four donut charts with printed totals, and three lollipop sub-plots on a shared 'Mean Decrease Accuracy' axis with a pastel category colour key below; mixed mark types so recorded as other_quant",../make_my_plot/figure_library/nature/2025_Ruan_potentiators_empower_synthetic_microbiom/figures/fig04_Fig4.jpg,nature_1
PMC12868620,Communications biology,Nature-family,1,b,line,LB,out,none,white,none,na,filled,small,regular,UNKNOWN,none,na,na,1,mixed,other,right,lower,bold,larger,sans,bold,yes,none,no,no,normal,0,wide,medium,"Composite panel: field-simulation colour image (black-blue-magenta-red-yellow-white map, vertical colourbar at right labelled 0-1800 V/m) above a single green marker-and-line profile plot; title 'Electric field simulation' above the image",../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig01_Fig1.jpg,nature_1
PMC12868620,Communications biology,Nature-family,1,c,line_band,LB,out,none,white,band,no,filled,small,regular,UNKNOWN,na,no,4,4,saturated,na,na,lower,bold,larger,sans,bold,yes,stars,yes,no,normal,0,wide,medium,Three sub-plots titled 0/2/5 mM Ca2+; bold mean line with shaded SD band over faint individual traces; nested significance brackets with stars stacked at the right edge of each plot. Legend is a two-headed colour key placed OUTSIDE and to the LEFT of the plots - recorded na because the allowed list has no outside_left value,../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig01_Fig1.jpg,nature_1
PMC12868620,Communications biology,Nature-family,1,d,violin,L,out,none,white,none,yes,open,small,na,UNKNOWN,none,na,na,4,saturated,na,na,lower,bold,larger,sans,bold,no,stars,yes,no,normal,0,wide,medium,Three grouped violin sub-plots with open individual points overlaid; baseline drawn as a dotted line rather than a solid bottom spine; stacked significance brackets with stars above each group; colours shared with panel c key,../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig01_Fig1.jpg,nature_1
PMC12868620,Communications biology,Nature-family,2,b,line,LB,out,none,white,none,no,na,na,regular,UNKNOWN,below,no,9,9,mixed,na,na,lower,bold,larger,sans,bold,yes,none,no,no,normal,0,tall,medium,"4x3 grid of small line sub-plots (rows = cell lines labelled at top-left inside, columns titled 0/2/5 mM Ca2+); heavy mean curves over many hairline individual traces plus dotted extrapolations; coloured time-constant values printed inside each sub-plot; 9-entry colour key in three columns below the panel; composite is tall, individual sub-plots are wide",../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig02_Fig2.jpg,nature_1
PMC12868620,Communications biology,Nature-family,2,c,bar,L,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,outside_top,no,3,3,saturated,na,na,lower,bold,larger,sans,bold,yes,stars,yes,no,normal,0,wide,medium,Three stacked bar sub-plots titled 11.5 / 10 / 7.5 kV/cm; bars with SEM error bars and open individual points; dotted zero baseline instead of a solid bottom spine; grey dashed vertical separators between cell-line groups; two-line x tick labels,../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig02_Fig2.jpg,nature_1
PMC12868620,Communications biology,Nature-family,3,b,violin,LB,out,none,white,none,yes,open,small,na,UNKNOWN,outside_top,no,4,4,saturated,na,na,lower,bold,larger,sans,bold,no,stars,yes,no,normal,0,square,medium,"Four violin sub-plots (Cell Area, Form Factor, Major Axis, Minor Axis) sharing a two-headed colour key above the panel; violins outlined in the group colour with open individual points overlaid; scientific-notation y ticks; stars with brackets only where significant",../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig03_Fig3.jpg,nature_1
PMC12868620,Communications biology,Nature-family,3,c,line,LB,out,none,white,none,no,na,na,regular,UNKNOWN,outside_right,no,4,4,sequential,na,na,lower,bold,larger,sans,bold,no,na,na,no,sparse,0,wide,medium,"Log-log plot with four dashed lines in four shades of one blue hue; titled legend 'Cell Radius' outside right; the word 'Electroporation' is free text inside the plot area, not a panel title; decade tick labels only",../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig03_Fig3.jpg,nature_1
PMC12868620,Communications biology,Nature-family,3,d,violin,L,out,none,white,none,yes,open,small,na,UNKNOWN,na,no,3,3,saturated,na,na,lower,bold,larger,sans,bold,no,stars,yes,no,normal,na,tall,medium,"Composite panel: anatomical schematic and H&E micrographs plus two narrow violin plots (Cell Area, Form Factor) with open points and stars over brackets; no x tick labels on the violins; three-entry colour key sits OUTSIDE and to the LEFT of the violins - recorded na because the allowed list has no outside_left value",../make_my_plot/figure_library/nature/2025_Kielbik_nanosecond_pulsed_electric_fields_induce/figures/fig03_Fig3.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,A,dot_strip,LB,out,none,white,none,na,filled,small,hairline,UNKNOWN,none,na,na,3,saturated,na,na,upper,bold,larger,sans,bold,yes,p_values,no,no,normal,0,tall,low,Three small paired before/after dot plots (Normal vs Tumor) with pink connecting lines; shared title above; italic p value printed inside each sub-plot; panels very small at web resolution,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,B,dot_strip,LB,out,none,white,none,na,filled,small,hairline,UNKNOWN,none,na,na,3,saturated,na,na,upper,bold,larger,sans,bold,yes,p_values,no,no,normal,0,tall,low,Same paired dot-plot style as panel A for patient samples,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,C,dot_strip,LB,out,none,white,bars_caps,na,filled,small,na,UNKNOWN,none,na,na,4,mixed,na,na,upper,bold,larger,sans,bold,no,p_values,no,no,normal,45,square,low,Three scatter-dot sub-plots with mean and error bars over four tissue groups; rotated x tick labels; several stacked p values printed as text,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,E,line,LB,out,none,white,bars_caps,no,filled,small,regular,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,bold,no,none,no,no,normal,0,square,low,Small two-series line plot with markers and error bars; series key inside the top-left of the plot,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,F,dot_strip,LB,out,none,white,bars_caps,na,filled,small,na,UNKNOWN,none,na,na,3,saturated,na,na,upper,bold,larger,sans,bold,yes,p_values,no,no,normal,0,square,low,Four titled sub-plots (cell lines) of mean dots with error bars across treatment groups; p values printed next to each group,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,G,line,LB,out,none,white,bars_caps,no,filled,small,regular,UNKNOWN,outside_top,no,3,3,saturated,na,na,upper,bold,larger,sans,bold,yes,p_values,no,no,normal,0,square,low,Two titled line sub-plots sharing a three-entry colour key above the panel; saturated blue/red series with square markers,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,H,line,LB,out,none,white,bars_caps,no,filled,small,regular,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,bold,yes,p_values,no,no,normal,0,square,low,Two titled line sub-plots with an inside two-entry key (Dox- / Dox+),../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
PMC12872613,Nature communications,Nature-family,1,I,line,LB,out,none,white,bars_caps,no,filled,small,regular,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,bold,yes,none,no,no,normal,0,square,low,Composite panel: brightfield organoid images plus two titled line sub-plots with error bars. Figure has 18 lettered panels (A-R); only the first eight quantitative panels were reviewed - more panels not reviewed,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,nature_1
