paper_id,journal,journal_family,figure_number,panel,plot_family,spines,tick_direction,grid,background,error_bar_style,points_overlaid,marker_fill,marker_size_class,line_weight_class,axis_line_weight_class,legend_position,legend_frame,legend_entries,n_categorical_colours,palette_class,sequential_cmap_class,colourbar_position,panel_label_case,panel_label_weight,panel_label_size_class,font_class,axis_label_weight,title_present,significance_style,brackets,n_stated_in_panel,tick_label_density,x_tick_rotation,panel_aspect_class,confidence,notes,image_path,reviewer
PMC13564900,Science Advances,Science,1,G,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,3,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,black plus two grey tones; schematic icon inside top left,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig1.webp,science_2
PMC13564900,Science Advances,Science,2,B,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,C,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,D,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,G,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,H,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,I,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,cumulative distribution; black mean curve over grey individual curves,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,E,dot_strip,LB,out,none,white,bars,yes,filled,medium,hairline,regular,none,na,na,2,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,no,no,sparse,0,square,medium,"paired blue/green points with vertical SD bars, thin grey pairing lines and black horizontal group mean",PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,2,J,dot_strip,LB,out,none,white,bars,yes,filled,medium,hairline,regular,none,na,na,2,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,no,no,sparse,0,square,medium,"paired blue/green points with vertical SD bars, thin grey pairing lines and black horizontal group mean",PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig2.webp,science_2
PMC13564900,Science Advances,Science,3,A,line,none,none,none,white,none,na,na,na,regular,UNKNOWN,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,sparse,na,tall,medium,model schematic plus voltage traces with mV/ms scale bars only; traces labelled directly; axis_line_weight UNKNOWN because no axes drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,B,line,LB,out,none,white,none,na,na,na,regular,regular,inside,no,8,8,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,split x axis (Zc and Zin) sharing one y axis; tab10-like colour cycle,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,C,line,none,none,none,white,none,na,na,na,regular,UNKNOWN,inside,no,4,4,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,sparse,na,wide,medium,traces with mV/ms scale bars only; axis_line_weight UNKNOWN because no axes drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,D,line,none,none,none,white,none,na,na,na,regular,UNKNOWN,inside,no,2,3,mixed,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,sparse,na,tall,medium,"solid vs dashed traces, scale bars only; synapse counts annotated inside; axis_line_weight UNKNOWN because no axes drawn",PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,E,line,LB,out,none,white,none,na,na,na,regular,regular,inside,no,4,4,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,inset dot plot inside top left; grey vertical reference band and dashed guide lines,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,F,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,4,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,two stacked sub-plots under one panel letter,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564900,Science Advances,Science,3,G,line,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,4,saturated,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,square,high,two stacked sub-plots under one panel letter,PRIVATE_REFERENCE_ONLY/corpus/PMC13564900/figures/Fig3.webp,science_2
PMC13564907,Science Advances,Science,3,B,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,3,pastel,na,na,upper,bold,much_larger,sans,regular,no,stars,yes,no,normal,na,tall,high,pale grey/blue/red bars with hundreds of black dots overlaid; white SD bars with caps drawn inside the bars; group names carried by a cartoon above the axes so no x tick labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig3.webp,science_2
PMC13564907,Science Advances,Science,3,C,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,1,mixed,na,na,upper,bold,much_larger,sans,regular,no,stars,no,no,normal,0,tall,medium,"near-zero bar, red mean+-SD bars with caps, black dots; bottom axis line sits at y=0 inside the data",PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig3.webp,science_2
PMC13564907,Science Advances,Science,3,E,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,3,pastel,na,na,upper,bold,much_larger,sans,regular,no,stars,yes,no,normal,na,tall,high,as panel B; 'ns' also used,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig3.webp,science_2
PMC13564907,Science Advances,Science,3,F,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,1,mixed,na,na,upper,bold,much_larger,sans,regular,no,ns_marks,no,no,normal,0,tall,medium,grey bar with red mean+-SD and black dots,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig3.webp,science_2
PMC13564907,Science Advances,Science,4,C,bar,LB,out,none,white,bars_caps,no,na,na,na,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,stars,yes,no,normal,90,square,high,"grey and white (open) bars, upper-only SD bars with caps; x category labels printed vertically inside the plotting area; 'ns' also used",PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig4.webp,science_2
PMC13564907,Science Advances,Science,4,F,bar,LB,out,none,white,bars_caps,no,na,na,na,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,stars,yes,no,normal,90,square,high,"grey/white bars, upper-only SD caps, dashed vertical divider; x labels vertical in a green tinted strip below the axis; coloured bait/prey banner strips act as group key",PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig4.webp,science_2
PMC13564907,Science Advances,Science,6,A,scatter,LB,out,none,white,bars_caps,na,open,medium,na,regular,inside,no,2,2,mixed,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,wide,medium,schematic at left plus scatter at right under one letter; binned open square/circle means with SD bars over a translucent point cloud; log x axis; dashed trend guides; direct text labels act as the key,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig6.webp,science_2
PMC13564907,Science Advances,Science,6,B,histogram_density,LB,out,none,white,none,na,na,na,regular,regular,none,na,na,2,greys,na,na,upper,bold,much_larger,sans,regular,no,none,na,no,normal,0,wide,medium,"two step histograms (black, grey) under one letter; arrows link curves to inset anisotropy images",PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig6.webp,science_2
PMC13564907,Science Advances,Science,6,F,dot_strip,L,out,none,white,none,yes,filled,medium,na,regular,none,na,na,3,saturated,na,na,upper,bold,much_larger,sans,regular,no,stars,yes,no,sparse,90,tall,medium,jittered dots with black horizontal mean line and dashed zero line; no bottom spine; coloured multi-line x labels printed vertically,PRIVATE_REFERENCE_ONLY/corpus/PMC13564907/figures/Fig6.webp,science_2
PMC13564909,Science Advances,Science,1,C,line,box,none,none,white,none,na,na,na,regular,regular,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,bold,no,none,na,no,sparse,na,wide,medium,conceptual profile plot with unlabelled axes; magenta/grey/black curves labelled directly; panels A and B of this figure are 3D landscape renderings (non-quantitative),PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig1.webp,science_2
PMC13564909,Science Advances,Science,2,p1,line,box,out,none,white,none,na,na,na,regular,regular,inside,no,3,3,muted,na,na,none,UNKNOWN,UNKNOWN,sans,bold,no,none,na,no,normal,0,tall,medium,"single unlettered panel so panel=p1 and panel_label_weight/size UNKNOWN; twin x axes (Distance bottom, chi top); inside legend plus a second boxed line-style key strip at the right with vertical text; solid/dashed/dotted line styles encode series type",PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig2.webp,science_2
PMC13564909,Science Advances,Science,3,A,dot_bubble,box,out,none,white,none,na,open,medium,na,regular,inside,no,na,0,sequential,other,inside,upper,bold,much_larger,sans,bold,no,none,na,no,normal,0,wide,medium,open circles sized by rock uplift rate and coloured by a continuous erodibility scale; size key and horizontal log colourbar both drawn inside the plotting area; regression equation and R2 annotated inside,PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig3.webp,science_2
PMC13564909,Science Advances,Science,3,B,line,box,out,none,white,none,na,na,na,regular,regular,none,na,na,6,sequential,na,none,upper,bold,much_larger,sans,bold,no,none,na,no,normal,0,square,medium,"solid/dashed pairs coloured by the same sequential scale, labelled directly; two grey shaded regions with annotation text and arrows; log y axis",PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig3.webp,science_2
PMC13564909,Science Advances,Science,3,C,scatter,box,out,none,white,none,na,filled,medium,na,regular,none,na,na,0,sequential,other,inside,upper,bold,much_larger,sans,bold,no,none,na,no,normal,0,tall,medium,"log-log scatter, filled circles on a continuous colour scale with horizontal colourbar inside bottom left; three groups outlined by thin rotated boxes labelled 0.5/1.0/1.5 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13564909/figures/Fig3.webp,science_2
PMC13564915,Science Advances,Science,2,A,volcano,LB,out,none,white,none,na,filled,small,na,regular,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,normal,0,square,high,grey non-significant points with red (up) and blue (down) highlights; selected metabolites labelled with leader-free text inside; tissue name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,2,B,volcano,LB,out,none,white,none,na,filled,small,na,regular,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,normal,0,square,high,grey non-significant points with red (up) and blue (down) highlights; selected metabolites labelled with leader-free text inside; tissue name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,2,C,volcano,LB,out,none,white,none,na,filled,small,na,regular,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,normal,0,square,high,grey non-significant points with red (up) and blue (down) highlights; selected metabolites labelled with leader-free text inside; tissue name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,2,D,volcano,LB,out,none,white,none,na,filled,small,na,regular,none,na,na,3,mixed,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,normal,0,square,high,grey non-significant points with red (up) and blue (down) highlights; selected metabolites labelled with leader-free text inside; tissue name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,2,E,dot_bubble,none,none,none,white,none,na,filled,medium,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,none,upper,bold,much_larger,sans,regular,no,none,na,no,normal,90,tall,medium,"bubble matrix, no axis lines or ticks; row labels left, column labels rotated 90 at top, pathway groups bracketed at right; size=P value, colour=log2FC; shared size key and colourbar sit under panel F; axis_line_weight UNKNOWN because no axis lines drawn",PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,2,F,dot_bubble,none,none,none,white,none,na,filled,medium,na,UNKNOWN,inside,no,5,0,diverging,blue_white_red,inside,upper,bold,much_larger,sans,regular,no,none,na,no,normal,90,tall,medium,as panel E; discrete size key (5 P-value classes) and vertical diverging colourbar drawn inside bottom right; 'N.D.' printed in empty cells,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig2.webp,science_2
PMC13564915,Science Advances,Science,3,E,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,3,muted,na,na,upper,bold,much_larger,sans,regular,yes,stars,yes,no,normal,45,tall,high,metabolite name printed as panel title; 'n.s.' also used over brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig3.webp,science_2
PMC13564915,Science Advances,Science,3,F,stacked_bar,LB,out,none,white,bars_caps,no,na,na,na,regular,outside_right,no,2,2,mixed,na,na,upper,bold,much_larger,sans,regular,yes,stars,yes,no,normal,45,tall,high,grey/blue stacked bars with caps; legend keys are filled squares with black outline,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig3.webp,science_2
PMC13564915,Science Advances,Science,4,B,stacked_bar,LB,out,none,white,bars_caps,no,na,na,na,regular,outside_right,no,3,3,muted,na,na,upper,bold,much_larger,sans,regular,yes,stars,no,no,normal,0,tall,high,grey/teal/red stacked bars with black-outlined legend swatches; significance stars printed next to each legend entry rather than over the bars; tissue and metabolite names as titles,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig4.webp,science_2
PMC13564915,Science Advances,Science,4,C,stacked_bar,LB,out,none,white,bars_caps,no,na,na,na,regular,outside_right,no,3,3,muted,na,na,upper,bold,much_larger,sans,regular,yes,stars,no,no,normal,0,tall,high,one panel letter over six stacked-bar sub-plots arranged as a pathway with black arrows; each sub-plot has its own right-side legend with stars per entry,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig4.webp,science_2
PMC13564915,Science Advances,Science,4,D,stacked_bar,LB,out,none,white,bars_caps,no,na,na,na,regular,outside_right,no,3,3,muted,na,na,upper,bold,much_larger,sans,regular,yes,stars,no,no,normal,0,tall,high,one panel letter over six stacked-bar sub-plots arranged as a pathway with black arrows; each sub-plot has its own right-side legend with stars per entry,PRIVATE_REFERENCE_ONLY/corpus/PMC13564915/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,B,bar,box,in,none,white,none,no,na,na,na,regular,none,na,na,2,muted,na,na,upper,bold,much_larger,sans,bold,no,none,no,no,normal,0,square,medium,"Origin-style boxed axes, ticks read as inward; gradient-filled bars; value labels printed above bars; y axis inverted (0 at bottom, -6 at top)",PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,E,line,box,in,none,white,none,na,na,na,regular,regular,inside,no,2,2,saturated,na,na,upper,bold,much_larger,sans,bold,no,none,na,no,normal,0,square,medium,two noisy MD traces; legend inside bottom right without frame,PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,F,line,box,in,none,white,none,na,na,na,regular,regular,none,na,na,3,saturated,na,na,upper,bold,much_larger,sans,bold,no,none,na,no,normal,0,wide,medium,curves labelled by coloured text with black leader arrows instead of a legend,PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,G,bar,box,in,none,white,none,no,na,na,na,regular,none,na,na,2,muted,na,na,upper,bold,much_larger,sans,bold,no,none,no,no,normal,0,square,medium,two gradient-filled bars with value labels above and a diagonal annotation arrow between them,PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,H,bar,box,in,none,white,none,no,na,na,na,regular,none,na,na,2,muted,na,na,upper,bold,much_larger,sans,bold,no,none,no,no,normal,0,square,medium,two gradient-filled bars with value labels above and a diagonal annotation arrow between them,PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564951,Science Advances,Science,4,I,grouped_bar,box,in,none,white,none,no,na,na,na,regular,inside,no,2,2,saturated,na,na,upper,bold,much_larger,sans,bold,no,none,no,no,normal,0,square,medium,gradient-filled pink/blue bars; legend inside top left; dashed annotation arrows and a bracket marking a fold change,PRIVATE_REFERENCE_ONLY/corpus/PMC13564951/figures/Fig4.webp,science_2
PMC13564977,Science Advances,Science,1,D,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,5,mixed,na,na,upper,bold,much_larger,sans,bold,no,stars,yes,no,normal,45,tall,high,"GraphPad-style bar+dot plot; a different marker shape per group (circle, triangle, square, diamond); dotted 'Plated' reference line across the panel",PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig1.webp,science_2
PMC13564977,Science Advances,Science,2,B,bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,none,na,na,4,mixed,na,na,upper,bold,much_larger,sans,bold,yes,stars,yes,no,normal,45,tall,high,one bracket spanning three groups,PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig2.webp,science_2
PMC13564977,Science Advances,Science,2,C,grouped_bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,inside,no,4,4,mixed,na,na,upper,bold,much_larger,sans,bold,yes,stars,yes,no,normal,45,wide,high,four-colour grouped bars with dots; legend inside top right without frame; peptide name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig2.webp,science_2
PMC13564977,Science Advances,Science,2,D,grouped_bar,LB,out,none,white,bars_caps,yes,filled,small,na,regular,inside,no,4,4,mixed,na,na,upper,bold,much_larger,sans,bold,yes,stars,yes,no,normal,45,wide,high,four-colour grouped bars with dots; legend inside top right without frame; peptide name printed as panel title,PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig2.webp,science_2
PMC13564977,Science Advances,Science,3,A,other_quant,none,none,none,white,none,na,na,na,hairline,UNKNOWN,none,na,na,1,greys,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,sparse,na,wide,medium,two-set Venn diagram with grey outlines and counts; pathway names listed as plain text below; axis_line_weight UNKNOWN because no axes drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig3.webp,science_2
PMC13564977,Science Advances,Science,3,B,other_quant,none,none,none,white,none,na,na,na,hairline,UNKNOWN,none,na,na,1,greys,na,na,upper,bold,much_larger,sans,regular,yes,none,na,no,sparse,na,wide,medium,two-set Venn diagram with grey outlines and counts; pathway names listed as plain text below; axis_line_weight UNKNOWN because no axes drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig3.webp,science_2
PMC13564977,Science Advances,Science,3,C,heatmap_clustered,none,none,none,white,none,na,na,na,na,UNKNOWN,outside_right,no,na,0,diverging,blue_white_red,right,upper,bold,much_larger,sans,regular,yes,none,na,no,dense,0,square,high,"clustered heatmap with dendrograms on top and right; gene names on left, group names under column blocks; vertical z-score colourbar at right; axis_line_weight UNKNOWN because no axis lines drawn",PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig3.webp,science_2
PMC13564977,Science Advances,Science,3,D,heatmap_clustered,none,none,none,white,none,na,na,na,na,UNKNOWN,outside_right,no,na,0,diverging,blue_white_red,right,upper,bold,much_larger,sans,regular,yes,none,na,no,dense,0,square,high,"clustered heatmap with dendrograms on top and right; gene names on left, group names under column blocks; vertical z-score colourbar at right; axis_line_weight UNKNOWN because no axis lines drawn",PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig3.webp,science_2
PMC13564977,Science Advances,Science,3,E,heatmap_clustered,none,none,none,white,none,na,na,na,na,UNKNOWN,outside_right,no,na,0,diverging,blue_white_red,right,upper,bold,much_larger,sans,regular,yes,none,na,no,dense,0,square,high,"clustered heatmap with dendrograms on top and right; gene names on left, group names under column blocks; vertical z-score colourbar at right; axis_line_weight UNKNOWN because no axis lines drawn",PRIVATE_REFERENCE_ONLY/corpus/PMC13564977/figures/Fig3.webp,science_2
